TK20-2;TK20-3;TK20-4;TK20-5;TK20-6;TK20-7;TK20-8;TK20-9;TK20-10;TK20-11;TK20-12;TK20-13;TK20-14;TK20-15;TK20-16;TK20-17;TK20-18;TK20-19;TK20-20;TK20-21;TK20-22;TK20-23;TK20-24;TK20-25;TK20-26;TK20-27;TK20-28;TK20-29;TK20-30
141;84;101;602;61;252;137;385;15;99;413;60;589;95;833;164;248;194;0;34;176;70;123;121;201;328;15;160;28
9711;4675;5919;4640;18277;49796;8857;40445;58555;2484;15628;3337;35855;4631;81616;27306;6451;15592;65;1669;11383;3088;4339;9473;6962;11260;534;15413;21601
140;1004;861;509;130;417;102;16;7;615;193;609;5340;765;3585;311;99;18;1;609;185;534;602;636;345;1753;6;23;39
104;57;94;150;44;182;166;273;118;251;137;46;574;156;695;100;209;123;4;317;109;50;88;314;172;211;10;107;121
874;751;465;54;17;36;20;23;17;1777;1506;424;2213;53;89;8;5;5;2;1060;1517;396;643;45;41;43;0;5;26
2968;701;1031;525;244;1743;312;90;28;799;10663;119;4727;222;2707;850;567;148;12;758;2420;301;979;396;511;1008;8;196;92
539;405;790;1624;445;2144;574;1969;613;454;1414;295;4714;572;5240;1698;1717;1081;7;1193;871;303;643;1276;2047;2790;36;981;509
588;486;1035;265;56;124;10;41;17;1232;812;420;6211;190;541;74;11;16;3;1321;651;320;826;438;187;167;0;18;37
216;245;347;304;137;662;197;343;6;131;363;193;1982;71;1767;289;2960;447;5;125;276;236;334;380;348;815;14;448;70
607;198;215;304;734;1910;4475;23653;8813;385;1663;135;1090;253;4630;1219;3698;11957;26;419;921;164;219;956;511;1659;174;16359;9249
803;295;343;3060;4502;16262;10984;33444;10626;351;1471;174;1705;683;38366;9049;12731;15548;43;236;1020;196;541;1405;2394;8512;826;14202;7135
488;320;442;4551;332;2319;476;956;138;546;855;188;2367;622;9133;2031;2290;538;8;731;911;124;501;496;2322;2123;68;384;302
272;132;88;192;45;420;6832;26593;1005;416;391;93;348;159;1397;473;4576;11135;20;521;275;81;112;183;217;327;31;12048;640
543;618;879;877;61;398;75;277;90;1247;1012;669;7476;577;1807;371;155;90;6;916;669;451;1189;1259;765;831;21;127;168
588;603;258;10;12;16;4;2;2;515;831;395;2284;17;35;10;0;5;0;121;751;275;311;47;9;20;2;3;6
2;3;3;8;34;387;624;297;38;2;12;2;9;0;95;168;283;226;3;1;6;2;3;23;19;57;3;32;23
173;108;392;96;15;30;27;23;7;201;240;62;2431;41;129;41;14;25;0;104;282;46;409;201;56;60;1;5;23
64;60;266;242;36;59;24;22;16;367;139;43;1613;118;513;37;9;9;0;560;68;44;352;464;287;268;0;22;18
209;126;272;351;23;96;22;35;5;78;438;131;1858;205;226;65;51;25;2;66;298;95;326;683;264;80;2;20;21
205;108;106;800;671;1362;216;405;73;200;422;80;836;734;6347;813;312;230;2;143;293;107;123;1933;1576;1844;41;208;155
875;769;364;634;1216;3235;5529;23882;15429;2481;2639;769;2054;828;12648;1862;5709;11876;46;794;1496;475;1515;2154;1045;2984;88;16852;12574
844;584;133;42;26;140;47;100;23;304;1510;346;807;45;235;70;63;79;5;240;986;396;145;75;57;77;4;65;47
408;262;350;551;2010;6866;14534;38778;4688;193;978;154;1846;541;11167;3903;9407;21385;43;190;578;198;390;2652;862;4871;706;19134;3359
1449;843;249;120;71;254;46;15;9;889;2159;585;1241;149;507;151;4;7;1;377;1759;682;149;562;140;169;1;10;29
12820;4585;680;96;65;227;66;81;56;7832;22416;3012;4692;68;148;44;57;83;18;4555;14586;3016;371;210;194;116;5;87;102
23;16;270;109;16;28;40;2;6;495;60;8;1070;156;130;34;6;38;2;262;42;5;143;178;121;94;0;3;98
474;249;572;150;40;106;53;97;62;2323;820;225;3737;61;496;73;49;81;2;1413;474;179;730;178;168;141;7;51;49
30;12;16;145;181;1771;1115;87;21;80;57;13;74;38;431;565;96;101;3;79;38;3;23;95;70;76;2;55;39
274;87;111;92;1582;8149;2137;1000;11;260;477;35;703;45;2211;3695;1234;1031;2;115;355;56;169;176;132;666;17;277;82
3046;2426;1785;1905;578;4804;970;4273;1034;1542;6067;1865;11233;2710;19179;3020;1464;1782;7;1030;4100;1792;1749;8715;6632;6886;205;1740;980
2196;2530;2540;182;71;168;41;157;38;939;2383;836;6494;72;616;81;43;28;0;350;417;506;703;449;110;194;5;61;36
94;82;229;2598;256;1975;710;1144;151;256;161;53;1564;618;6275;1014;1514;697;4;243;97;59;300;628;1858;2054;37;470;211
771;448;421;754;272;1192;232;307;69;534;1158;297;2356;254;3247;625;410;169;7;263;818;230;705;645;674;663;21;179;128
319;380;403;370;44;517;172;218;10;741;620;274;2240;155;1492;417;415;100;1;560;251;346;579;345;315;552;5;91;42
14;30;32;840;38;1388;83;6;2;7;31;19;194;133;3401;450;84;8;0;7;13;30;31;200;572;949;2;6;11
80;61;149;1089;1124;2488;6668;9222;575;475;139;100;1279;795;7778;1627;6510;6190;23;459;87;54;157;2157;1112;1603;57;2680;1258
465;240;235;300;314;506;94;34;10;235;876;156;1418;262;1081;254;42;30;2;86;655;204;276;450;333;293;4;40;26
3255;914;281;444;280;891;64;17;12;397;6150;656;1358;310;2913;350;1;10;0;117;3879;571;251;688;590;534;1;10;24
2401;1452;2352;1403;3883;7946;2983;8443;10684;888;3760;1004;12036;1493;12300;4460;3161;4062;14;649;2769;861;2000;2818;1701;1877;98;5357;4361
413;280;259;450;63;188;66;167;14;223;942;242;1422;160;1333;120;42;60;2;117;748;223;385;610;146;333;6;76;22
340;935;473;949;441;4194;1140;10764;1503;210;589;584;3173;755;8688;3288;2452;4687;6;134;399;576;475;1827;2079;2818;186;4182;1059
704;656;513;322;62;130;38;17;4;422;1553;527;2952;473;900;80;5;18;3;312;1208;413;455;926;526;326;0;17;31
420;447;127;288;31;136;70;621;1449;123;589;363;1213;233;327;63;115;195;0;148;443;433;185;277;227;144;8;524;690
73;40;18;90;53;198;21;10;4;114;117;24;73;85;464;85;3;3;0;84;73;20;21;22;99;55;1;8;7
275;214;183;848;219;490;155;760;2749;390;342;120;921;478;2412;312;593;322;1;277;230;96;145;684;1212;512;14;880;789
2032;1060;1661;1774;99;250;69;79;46;1522;3916;717;5149;1298;1415;274;80;34;8;1138;2887;748;953;1286;1117;666;6;32;68
486;291;589;730;69;582;76;62;7;186;953;240;3124;503;1731;395;192;81;0;124;649;193;368;975;516;372;8;36;24
536;364;488;487;156;604;233;435;33;326;986;462;2638;237;3132;309;191;205;1;229;843;298;520;932;453;772;10;224;59
1361;1685;4359;854;1013;278;129;204;411;10070;38205;22104;14706;699;35945;7636;253;192;31;4341;657;801;14197;5499;209;8581;8;225;159
353;1102;257;601;49;39;35;8;9;320;722;934;1557;165;124;21;2;11;3;245;494;972;225;119;317;46;2;11;41
803;449;165;152;73;193;151;458;284;1051;1717;411;1411;109;968;159;238;185;10;1101;1247;357;149;334;172;354;9;253;296
306;442;670;2602;158;1412;141;545;26;109;723;336;2833;1844;4838;1056;1416;387;8;32;339;280;983;1352;3371;1547;43;205;69
2378;875;2475;3124;362;7208;911;242;23;1994;2987;641;7655;1743;33845;5307;5609;249;17;1690;3342;979;2895;6027;3693;3813;60;218;106
811;357;274;31;24;20;9;8;19;910;1269;253;1358;32;76;2;6;8;0;358;1098;225;341;129;34;20;0;9;20
2586;1285;1542;799;125;65;45;16;9;1997;4577;1278;7193;342;423;52;18;26;5;2132;2970;865;1659;341;506;106;2;28;38
1079;773;551;220;471;3251;322;33;9;446;2012;642;2269;157;2302;1545;25;41;5;200;1503;535;403;518;227;378;2;46;59
5759;541;308;199;197;588;137;395;66;5333;13091;468;1759;152;2246;303;179;171;7;2643;8369;271;388;509;434;507;14;190;99
100;137;558;10582;870;4059;1254;3534;282;110;238;158;2190;1972;7262;2441;13192;2734;37;37;116;69;466;1475;11384;2851;361;3078;566
331;514;400;809;401;1267;787;628;93;853;776;334;2674;908;4407;917;315;355;1;670;491;256;314;995;965;1049;41;304;123
239;98;248;1762;858;34;77;15;6;216;432;81;1091;901;338;18;1;2;4;95;270;64;207;238;654;32;0;15;77
333;203;246;241;97;181;40;62;7;125;769;132;1197;165;566;83;22;28;0;63;569;113;263;141;160;131;2;47;21
70;52;38;23;1;45;43;390;342;633;109;33;265;30;179;41;56;80;11;573;82;38;52;46;49;33;1;76;198
735;920;1181;253;70;544;186;549;63;1010;983;861;7464;315;2450;444;185;249;4;674;1166;529;1531;776;458;687;13;207;96
1097;1563;2499;786;240;1625;430;1418;140;881;1842;1638;19097;793;7385;1244;580;602;3;576;1394;1080;3624;2245;1184;2169;57;627;227
73;85;550;652;267;984;448;369;104;136;121;96;2784;1411;10499;1540;445;186;1;125;70;105;210;5037;9423;22319;227;451;287
3244;2898;4022;1338;376;928;238;284;78;5695;6398;1990;22351;932;4452;601;358;190;13;3489;4132;2058;6570;2720;1809;1694;27;196;270
107;68;109;22;10;20;15;34;11;2080;100;44;1616;14;87;18;8;11;2;2376;114;31;97;55;60;45;0;13;22
462;513;308;517;319;1343;1362;6890;4507;598;1579;262;1665;181;3765;828;958;2676;12;489;748;295;465;647;767;1140;14;733;2517
87;63;393;769;60;117;35;66;29;391;113;30;831;399;912;90;40;32;1;349;67;57;183;279;439;290;6;19;39
6336;5420;3337;1782;650;1033;535;169;55;1838;13205;4657;21002;1928;4689;653;55;109;13;923;9256;3423;2854;2658;1221;951;10;107;182
560;521;723;225;98;543;168;298;19;363;1338;423;3227;264;1875;316;132;195;5;189;1288;362;712;900;238;844;19;200;43
55;50;101;722;254;580;234;103;27;153;118;29;721;591;1055;240;72;55;0;158;83;34;108;967;577;608;8;150;70
880;362;337;539;656;1704;2551;7570;1452;531;1982;245;2679;399;6261;1456;3033;4323;12;508;1207;192;361;969;776;1787;126;5518;1620
219;232;166;305;95;259;263;476;150;469;465;135;780;183;1476;226;546;244;2;388;248;155;169;457;404;539;14;264;169
169;217;71;80;43;65;41;869;1470;414;233;135;539;170;369;50;19;245;3;708;229;205;98;347;198;227;36;1377;1862
549;1423;1668;22218;1015;37692;2614;132;36;174;1123;804;9231;3693;91092;13469;1867;97;9;84;700;852;1431;5223;16813;19446;37;100;196
11;5;478;86;31;30;25;40;2;53;30;3;2872;40;141;52;25;26;2;25;14;4;482;256;35;89;1;9;11
2161;1392;2554;1757;115;2476;385;1378;242;566;5110;1334;13806;1020;9186;1682;1138;851;5;313;3449;766;2669;2681;1635;2445;156;598;324
2302;1811;895;263;99;114;175;183;222;783;4072;1040;5658;504;402;27;38;61;5;678;2818;918;819;1158;100;54;2;91;238
4155;2047;1898;408;328;82;83;21;19;2023;7532;1605;6850;798;1072;264;39;35;4;1165;5433;1436;1237;849;475;632;20;25;59
422;471;408;449;277;277;117;483;974;187;699;334;1757;1115;3082;203;263;261;3;164;414;273;566;454;416;668;21;547;1152
106;55;87;11;14;45;9;11;5;388;132;45;675;12;166;16;2;2;1;463;86;46;86;30;28;48;0;10;2
1056;656;471;312;35;115;52;124;40;765;2403;525;2861;200;403;81;62;61;7;553;1417;540;387;653;249;169;11;94;64
3717;1144;1396;85;428;105;43;11;22;3070;7437;687;6253;93;581;45;14;20;7;1867;4277;940;1090;250;126;62;2;23;41
56;14;58;243;26;322;95;96;11;109;57;23;329;55;772;191;1116;104;2;60;34;29;90;66;76;151;5;72;21
3571;2996;3185;817;476;1796;411;119;183;8645;12937;7078;11297;3107;9941;3025;362;156;27;5794;2534;1796;5257;3866;866;2289;11;101;183
1839;415;1998;1446;88;1336;23;174;36;1254;2744;336;16680;496;19145;866;389;94;15;615;1086;247;2704;1292;1519;4217;50;98;115
2176;1755;1678;2242;722;3353;1602;2937;553;3892;3797;1232;10552;2034;12731;2078;2060;1612;27;1923;3211;1196;2022;6500;4293;4794;164;1735;820
683;438;789;1409;150;229;83;109;17;848;1305;269;4124;995;1254;163;79;57;0;740;965;316;635;1420;1018;339;3;71;52
84;64;145;40;327;116;41;8;4;87;256;60;609;17;811;30;5;0;0;31;143;54;214;65;17;16;2;7;18
3474;2904;1081;594;175;284;81;41;21;841;6671;2552;6293;380;1891;135;18;48;4;525;5447;1752;1277;525;477;439;3;44;67
164;235;117;187;146;1346;889;1781;3255;410;278;92;551;66;1996;757;1082;924;7;270;324;254;114;270;270;815;23;1276;2402
2707;2272;2156;2838;731;760;252;375;70;1261;4482;1899;11293;3775;8491;571;226;211;8;793;3255;1945;2405;3752;3118;4160;20;294;247
43;179;482;127;34;230;107;278;26;282;87;84;3726;61;1173;517;228;179;1;245;48;152;792;508;129;1398;24;249;79
10214;4897;6541;8974;898;1627;569;808;140;8701;21482;3989;34005;5219;8813;1262;357;406;25;4351;13386;3532;7015;15667;6626;3407;84;417;496
261;154;126;143;186;441;64;123;32;184;668;115;852;55;648;209;25;67;0;86;284;109;184;91;193;175;2;58;45
3492;4743;5526;2513;402;956;477;207;160;1955;8092;4279;36926;4108;4949;490;219;159;8;1191;5657;3547;4631;10062;1407;1819;18;102;400
2879;1844;2409;621;169;771;307;325;72;1226;5879;1603;16441;506;2359;385;282;211;7;692;3346;1445;2194;1899;832;890;32;306;191
3971;3261;3777;310;79;145;60;52;20;2110;8270;3288;18431;673;288;56;26;49;6;967;4628;2274;5471;1761;143;94;2;46;166
1706;1942;261;422;52;85;15;6;4;310;1652;1414;2147;204;369;11;1;9;0;160;2255;1753;117;91;396;98;0;13;40
714;528;528;1094;772;5963;567;709;57;184;1092;426;3116;765;9712;2917;163;478;2;90;912;373;561;1716;2750;2884;33;1050;114
46;30;526;1033;1411;2913;1223;10547;2102;620;80;35;3614;446;9711;2025;6317;4475;25;833;63;31;892;2297;978;1346;261;6560;1656
321;227;368;216;87;180;133;466;266;2726;429;164;1986;174;588;107;155;352;13;3078;501;160;269;976;278;274;7;615;254
315;161;255;183;19;82;35;42;3;247;519;148;1499;100;237;46;9;10;0;124;421;116;278;168;135;54;4;26;12
2611;1216;70;20;7;26;22;2;4;356;5119;798;532;37;14;9;3;25;2;267;4347;811;36;14;24;11;0;1;11
871;884;1463;4810;9415;29375;3231;10822;3301;184;1300;670;9500;5422;67996;18600;2966;5109;22;165;1153;723;1448;12265;11519;18459;846;5684;2977
341;118;25;16;2;11;4;0;1;177;623;90;185;25;58;6;5;1;0;92;381;75;15;13;16;13;1;1;6
334;84;631;455;406;954;1788;4858;941;249;899;93;4270;433;3861;524;1728;3002;8;292;439;71;1304;2112;815;1090;82;2797;794
80;121;167;25;130;163;199;165;31;153;214;68;459;27;291;71;44;78;0;215;155;90;141;214;30;202;73;32;88
31;114;445;1157;55;650;56;99;18;43;65;141;2489;218;1508;250;290;66;4;34;55;98;534;447;458;427;0;40;53
1933;1517;1170;1084;360;1317;309;126;68;463;4068;1183;7145;839;5921;740;61;86;4;195;3062;1085;1135;2610;1299;1355;15;83;127
49;58;377;931;197;3074;1401;896;65;21;122;60;2400;576;3893;1726;2718;906;6;15;66;35;308;1245;1379;1436;35;582;83
19;53;140;98;16;53;31;68;17;104;41;39;1038;54;99;40;38;56;0;98;37;47;248;285;34;54;1;36;53
89;119;265;1104;44;2095;232;670;373;405;298;109;1399;519;4510;1037;2200;496;7;387;108;188;356;638;1313;1412;54;630;471
7600;7052;8459;11662;3053;11251;1869;1673;696;2840;17012;6197;54014;5192;69636;6390;425;692;16;1069;10080;5469;9664;16288;12857;14480;132;868;1277
3368;2006;783;490;64;255;139;339;38;1623;8472;1764;5104;317;715;156;168;162;6;755;4163;1524;945;1151;346;258;13;211;81
15;2;2;5;10;21;10;56;87;169;19;0;25;4;50;21;53;51;0;195;5;0;7;3;7;20;2;69;32
2402;1114;662;745;3307;16879;2416;5164;839;1084;4274;789;4334;477;23518;8102;2850;3425;18;566;3228;611;552;716;988;5776;70;3208;537
408;304;1099;3505;3923;12114;9436;55939;9294;784;576;386;8545;1303;40721;7309;9812;17757;46;1332;551;314;995;1525;3184;6289;45;7247;3744
54;225;543;3912;702;11361;8333;5976;348;56;63;102;3199;5043;30749;18894;4876;4956;20;48;59;151;359;30281;7336;8422;455;5044;669
131;115;153;88;35;439;79;101;21;148;320;102;674;149;6860;241;76;90;0;71;208;74;217;126;122;809;10;91;34
115;141;267;154;31;333;62;53;10;81;241;129;3442;80;762;157;57;41;0;40;135;92;358;450;150;322;3;23;13
159;152;447;260;301;1309;1205;3263;2785;509;209;100;2492;217;2402;682;2760;1533;16;634;161;86;524;769;668;891;79;2461;2613
2022;1188;801;94;789;5405;2389;785;79;2271;4523;790;4979;96;2671;2155;671;748;11;1222;2418;892;1048;590;278;840;36;212;123
186;107;260;227;23;100;31;79;2;316;528;94;1861;93;820;73;71;41;1;254;307;70;248;248;203;311;28;44;33
264;255;266;445;25;138;76;136;69;915;549;239;1527;212;1132;198;41;63;7;876;345;151;249;393;438;425;16;57;75
2693;2176;1910;1977;2042;3541;1248;3163;1402;2027;4067;1523;9287;3037;13360;2827;1057;1286;186;2835;3397;1790;9605;6084;3328;3236;210;1593;5897
11764;7552;2683;1644;688;2071;442;185;86;2670;26741;5674;15615;1210;7723;930;120;116;16;1327;17601;5093;2107;4198;1845;1992;7;156;202
2016;862;564;596;70;218;37;49;22;2046;4883;663;2535;347;569;130;18;28;3;693;2493;671;494;799;446;200;5;37;48
239;1042;1922;7991;13327;28563;22483;111193;23517;1134;79;510;6390;3667;116333;14950;22376;30900;119;2254;239;511;1315;3896;13125;25891;1213;40583;17775
25;35;60;38;2775;23436;1082;350;241;28;30;7;211;20;16031;16570;278;180;2;16;25;17;103;232;82;3036;3;404;196
5856;7661;8143;598;215;712;330;169;61;5341;10857;6470;44108;784;2515;351;161;163;30;3321;5861;6235;7697;2078;527;1118;13;169;187
932;1615;2690;3712;250;1952;421;1462;380;2427;1721;2031;24076;1911;7991;1765;792;491;9;1371;1308;1220;3314;4462;3885;3743;82;540;619
5597;4955;1725;299;103;321;72;194;29;1260;9337;4139;9113;393;1255;106;40;93;4;523;8962;2957;1748;1853;301;704;6;93;106
3055;1256;1706;23;15;40;21;51;24;1516;5625;702;8746;17;56;23;10;44;5;906;3337;857;1859;404;35;22;4;30;58
3622;1493;296;11;18;77;6;15;11;1238;5989;1021;2037;23;60;8;0;11;0;489;4430;1118;198;35;22;13;0;9;27
2428;2282;4110;833;1687;5019;5153;21260;2632;397;4772;2144;23238;935;5882;2593;4045;9135;23;350;4324;1532;1789;1081;678;1917;417;16446;3029
1074;1152;2033;2126;402;1363;269;477;157;687;1837;1420;9743;736;7099;672;820;294;7;378;1087;526;2665;1163;1369;2109;34;726;261
583;1973;1225;348;117;88;44;279;21;518;913;1477;10011;187;195;23;10;33;3;332;775;1079;929;92;82;52;1;36;196
3938;2923;345;270;361;1365;218;616;31;226;6995;2308;1630;129;5351;757;524;380;4;101;5055;1758;161;262;285;580;7;436;47
176;86;75;382;505;349;172;451;9;127;506;51;415;34;3166;237;351;378;1;64;149;43;136;243;155;293;11;161;23
1024;661;562;195;70;128;42;35;2;383;1817;428;2979;144;532;61;15;27;5;158;1274;511;582;249;284;206;1;19;32
382;110;59;39;44;309;113;60;31;271;578;64;251;31;269;119;28;65;0;146;414;155;100;158;117;224;2;50;27
298;106;81;133;13;27;13;5;3;221;485;73;684;67;879;12;11;5;0;122;389;75;82;153;186;188;0;3;7
198;497;1386;5970;946;2142;777;166;43;1090;235;412;13409;4973;26942;1525;248;165;3;562;154;271;1252;16400;9798;7955;19;177;416
726;574;1672;2489;1738;4868;5115;18485;8751;697;801;647;10638;1042;13933;3136;4604;8859;42;1028;749;577;1179;2080;1900;2257;28;4573;3831
159;34;284;38634;915;58755;5702;31166;5336;167;150;38;638;5881;252878;25489;17296;19923;76;129;146;29;176;694;21817;69106;731;13956;4730
546;411;711;1177;5346;2948;4874;7204;342;460;1002;385;3373;972;48948;4622;4448;5634;9;237;744;275;649;2522;2829;5687;349;3258;490
5219;1822;1805;152;91;108;84;28;12;2050;7508;1511;8362;134;261;61;19;39;4;549;8404;940;1701;485;120;120;5;18;72
1324;1122;839;577;68;100;43;27;14;561;2660;1033;6749;648;416;54;18;18;1;218;1881;665;1356;349;226;110;0;19;35
321;226;583;2549;1233;5002;1439;3927;1571;653;1310;225;2789;1194;17457;2790;2431;1955;15;184;549;165;1136;1646;1889;4625;55;2804;1345
4230;3347;3832;1826;17276;64583;18168;13612;712;2127;7430;2554;28870;1012;94261;32539;3771;7046;17;441;5026;2890;4603;7462;4181;13919;181;6842;944
671;520;867;5447;692;7095;966;1168;63;305;1382;399;5324;1412;27590;3584;1877;1028;3;230;1030;340;1035;1703;4368;5721;59;435;157
470;242;509;506;1802;2180;878;1181;293;287;672;192;2702;497;14722;2398;596;604;6;277;733;220;592;1734;1936;2062;54;941;210
12;65;296;84;5;108;59;119;4;10;33;57;2062;32;402;45;22;105;0;2;26;34;528;129;86;45;3;71;12
473;429;287;15;2;21;6;12;6;1647;628;247;1343;18;49;8;4;10;9;1173;529;184;228;32;39;23;0;11;14
2992;2243;1915;575;233;634;177;357;55;4329;4028;1573;11553;445;3588;317;88;232;26;3664;3845;1344;1810;1645;1433;964;16;207;132
556;583;628;686;215;1032;204;1452;160;875;683;412;3097;479;5526;551;213;524;5;817;804;344;627;1014;501;1020;50;520;95
1382;508;186;49;3;30;3;11;7;1481;2461;305;1168;27;130;23;5;14;6;628;1644;486;177;75;34;48;0;5;12
280;365;414;261;113;272;29;88;6;173;594;249;2066;282;2297;71;16;32;1;84;408;252;432;698;438;331;1;14;16
1576;1219;793;162;385;723;323;247;37;586;2431;664;6664;250;1415;236;111;106;2;253;1907;792;1275;925;259;402;8;83;80
559;690;3063;2172;434;273;98;330;60;228;1291;860;17982;1429;2539;258;482;141;8;116;989;426;3696;3444;2080;1287;35;176;213
72;44;57;51;10;90;88;328;93;428;98;34;459;43;233;66;130;121;7;810;64;42;65;71;109;118;14;201;159
3863;2830;4396;3236;397;386;180;421;86;2066;6225;2137;26337;1054;3229;208;90;208;13;1184;4225;2532;4157;1845;1829;783;25;145;174
82;82;228;76;15;50;34;11;0;120;182;51;1358;113;73;12;8;6;0;67;148;43;305;164;58;28;0;14;15
22;14;16;448;8218;38312;1153;444;56;20;30;22;107;52;110351;15792;421;371;5;5;27;12;16;69;539;17386;5;165;55
97;69;98;110;2;79;22;34;5;98;189;88;455;19;506;57;16;21;0;57;137;78;66;55;48;104;1;18;9
640;289;214;75;111;2211;1093;698;2020;1710;1217;211;1719;73;1607;773;259;470;8;876;641;150;299;534;464;887;10;289;1117
413;1025;3682;21602;3474;19683;6752;39442;2270;1088;802;1042;7650;21660;179111;27760;15055;11727;38;747;188;2059;4010;4330;6825;52079;514;6578;5323
220;238;612;225;339;2002;2852;1112;25;1007;570;249;4847;122;1402;1174;372;2205;2;299;452;155;1548;491;274;348;4;1401;684
37;41;51;46;37;132;53;40;7;59;143;26;745;32;238;70;75;48;0;40;90;9;97;99;31;45;0;37;11
8961;10144;4464;1099;4969;4986;887;154;100;3330;17683;6752;24874;704;12875;1920;449;211;9;1195;9628;5990;5326;2198;912;1102;52;129;301
3159;3251;1455;575;237;400;125;166;42;895;5760;2649;8952;356;1816;188;48;99;3;378;4270;2827;1360;881;467;465;8;87;112
1095;4979;1997;299;118;559;120;305;47;706;1710;3931;10383;332;2709;243;49;160;2;357;1850;3565;2523;1897;368;982;14;141;109
722;581;214;8;0;5;32;35;0;157;1420;421;664;2;14;3;10;28;0;65;1137;509;120;12;7;3;0;14;13
805;405;109;200;2049;12443;8505;8810;340;458;1637;197;504;123;11085;7124;2578;5169;8;152;939;286;137;315;656;1940;47;3615;226
233;131;1344;225;94;2353;471;192;13;288;574;100;15622;167;1886;1174;331;154;2;154;298;54;1740;2687;176;821;10;128;29
554;281;200;141;106;346;100;53;9;334;927;233;1289;69;870;158;35;32;2;133;521;221;267;145;117;177;0;18;39
1501;1520;1123;1363;826;2586;492;174;51;845;3200;1139;6967;854;7102;1459;141;130;6;379;1932;1290;1553;3155;1724;1996;15;235;144
13498;10445;5065;4805;7939;10964;3358;1743;385;5989;27968;7037;32003;3503;31268;5572;900;1270;23;2252;16277;7851;6083;8377;6120;7604;94;1062;542
3903;2000;702;45;16;64;23;9;14;2524;10345;1768;5340;83;70;12;6;29;4;880;6049;1402;677;70;32;32;0;17;49
1003;13545;8149;1066;416;1247;759;313;102;2859;1460;11465;64210;1951;2981;479;85;236;13;941;1233;8493;11084;8435;1262;1307;20;474;422
25;47;46;100;12;27;19;103;73;356;66;32;351;17;191;18;14;30;4;429;42;45;31;82;28;68;0;22;67
