TK20-2;TK20-3;TK20-4;TK20-5;TK20-6;TK20-7;TK20-8;TK20-9;TK20-10;TK20-11;TK20-12;TK20-13;TK20-14;TK20-15;TK20-16;TK20-17;TK20-18;TK20-19;TK20-20;TK20-21;TK20-22;TK20-23;TK20-24;TK20-25;TK20-26;TK20-27;TK20-28;TK20-29;TK20-30
1302;855;282;576;131;605;78;51;9;318;2678;624;1372;189;2246;254;23;31;1;163;1848;593;219;432;496;460;3;32;29
183;125;687;242;71;164;103;377;158;562;292;67;3188;27;963;105;195;137;1;580;128;122;737;194;212;193;3;181;142
1103;344;71;35;7;28;17;9;1;240;1682;339;363;46;147;4;1;4;0;89;1080;166;49;33;47;23;0;3;7
2445;2981;1795;8170;2810;8923;1598;2631;246;1399;5380;2770;9490;6765;59775;6217;2928;1938;11;488;3568;1803;1593;4735;14090;11375;91;1833;343
764;314;83;1560;2839;10428;1692;4546;220;211;1299;303;391;151;41471;6048;5056;4065;14;91;841;171;73;236;1613;3575;81;3118;104
505;202;54;18;11;82;186;523;58;667;1264;132;461;51;78;22;728;263;7;690;698;96;63;254;54;33;5;124;52
1377;910;492;844;244;2384;1781;3818;185;890;2642;614;3142;708;5719;1539;2385;1962;9;409;1768;495;515;1042;1348;1875;77;2742;206
486;460;629;141;29;64;23;5;3;123;940;291;3286;94;215;14;3;11;2;53;580;345;473;205;34;29;1;5;61
77;170;105;54;32;143;48;129;15;28;229;127;796;29;200;60;15;74;0;19;153;176;129;110;22;90;0;40;36
2451;2236;2582;1780;1350;3813;898;512;2643;596;4018;1571;13911;2245;10599;1805;281;374;7;657;3439;2384;3002;11182;2908;2429;30;618;2023
73;48;396;9340;1193;3402;1688;901;132;97;61;55;1204;4473;30615;2846;1263;761;8;91;57;65;64;6996;5729;6315;28;543;196
785;84;294;523;224;508;216;183;23;3388;416;88;1094;172;1450;256;160;47;12;3003;748;86;211;346;539;313;0;57;43
23515;12732;4796;526;294;729;344;608;506;8661;33065;8525;26232;854;1958;281;130;322;33;7799;25431;9212;4338;2763;668;722;15;581;719
3395;3038;2194;1019;489;1142;1292;1973;374;8783;6089;2074;14655;922;6563;907;1013;989;33;6741;4663;2314;2973;3255;1603;1729;50;747;618
571;120;171;285;117;721;549;4218;1006;1391;994;86;1715;281;2261;495;693;1585;4;941;541;87;197;834;604;950;118;1958;905
664;392;449;2090;3585;7744;2933;14263;5993;437;1556;448;2507;575;36890;4857;3377;6613;12;243;997;293;869;1412;1891;5719;76;11758;4753
122;89;63;4;12;29;20;2;3;130;303;57;569;4;40;25;10;4;1;54;155;94;122;47;10;14;0;7;4
114;189;424;946;104;176;37;189;10;215;309;111;2986;529;991;74;63;68;0;148;154;125;695;1265;863;418;11;32;25
41;247;646;60;19;281;138;367;37;464;54;130;5220;73;2636;203;204;171;0;502;46;133;1109;683;226;964;17;274;73
273;152;114;173;725;6344;1629;982;296;85;497;74;466;151;3210;2322;251;575;1;42;247;101;80;530;348;1152;13;265;356
35;20;128;569;173;342;83;191;97;130;65;22;830;90;1351;168;256;66;6;158;44;31;211;253;564;611;3;67;102
162;79;105;70;210;240;85;261;24;98;289;62;901;30;620;145;71;125;0;51;177;39;119;105;64;169;3;113;24
188;182;100;95;22;155;99;2676;848;766;345;164;482;90;981;114;173;452;7;1012;255;165;165;273;379;452;29;2014;653
254;131;84;218;276;785;100;215;12;28;527;93;363;338;1382;328;31;83;0;5;370;103;85;653;198;336;4;151;21
283;300;242;63;50;93;16;4;1;314;522;283;1143;99;272;29;4;7;2;229;433;198;181;416;273;139;1;9;28
681;596;413;120;61;83;39;8;2;453;1483;458;2479;116;501;27;8;10;4;383;1066;417;413;455;240;139;4;11;19
402;191;244;51;11;287;35;54;11;202;893;173;1259;48;305;145;51;35;2;88;541;193;281;194;81;384;8;10;21
319;138;197;35;5;329;44;84;25;131;567;113;1259;51;289;166;103;46;0;57;347;100;250;276;119;412;11;24;58
5998;5446;204;24;12;82;9;10;4;1318;10696;2718;919;24;55;17;8;8;2;575;7080;4013;83;60;39;23;1;6;15
1871;1437;369;75;73;283;61;56;17;890;3220;992;2154;92;780;211;42;57;0;371;1676;1764;414;345;115;199;5;39;29
138;171;141;80;29;105;36;56;9;472;305;188;984;71;425;56;21;28;1;162;196;109;184;387;180;204;4;33;28
580;262;530;39;13;13;4;4;4;1383;877;247;2486;62;37;1;1;5;5;1938;659;250;563;39;79;22;0;50;14
57;79;39;314;24810;202553;10137;2188;1772;25;84;36;182;49;139113;124926;3637;1340;18;19;46;38;14;71;615;34858;15;1162;1025
2;8;4;19;1;16;8;16;0;25;5;0;9;8;11129;1345;27;2;0;53;4;1;1;2;126;10522;2;8166;5
6912;9117;5543;2548;12963;34472;4510;6242;1379;491;19425;7606;26478;1814;84689;24535;5342;3555;35;201;9459;6451;5777;6593;1784;12916;130;1464;839
1979;1583;7356;30978;6991;7498;840;444;93;2865;3564;1256;29826;9249;184711;7327;3086;289;27;1929;2075;1103;5901;17464;33297;41125;156;334;487
923;635;980;2170;235;1066;106;69;23;1135;1609;550;4139;816;7933;767;331;59;9;896;1100;385;863;1254;2056;2066;15;96;68
571;456;195;117;44;195;57;47;23;375;874;295;1492;100;613;142;36;30;2;153;616;365;208;282;144;233;3;27;27
470;322;1084;778;187;297;116;123;14;825;1057;356;8656;755;1768;152;31;87;2;527;679;249;1342;1857;919;727;12;66;103
246;169;294;101;45;179;133;172;39;262;426;123;1871;137;675;131;27;58;0;250;383;109;303;411;166;190;3;133;48
372;300;539;82;37;99;140;203;55;476;614;275;3308;167;318;58;23;98;2;513;447;186;527;696;90;116;6;132;71
1542;2096;2067;747;307;515;523;1583;207;521;3059;1932;12870;847;1435;293;560;963;3;341;2463;1770;1559;4475;335;343;15;922;224
477;193;298;290;139;143;31;43;10;1176;668;146;1465;400;1183;93;34;26;1;581;694;117;340;581;192;137;4;15;19
6724;3504;1820;1029;278;1062;604;1139;340;1795;14043;2855;12001;1423;4020;669;531;503;5;774;10326;2121;1490;2729;1264;1286;30;676;401
380;434;661;895;4704;20956;2815;5693;502;162;755;420;4174;332;42350;13968;2852;2887;8;90;331;232;448;862;570;6786;29;1076;265
121;175;197;90;131;434;247;2381;5982;800;189;122;1252;135;973;233;167;730;5;710;145;126;177;299;207;266;38;1127;4325
715;492;432;850;6801;5625;890;1371;450;257;1140;341;2766;782;62308;5365;1435;698;10;206;1074;355;531;1839;1509;3906;49;789;318
7076;7210;8981;5944;1248;2598;1018;3663;553;2267;13294;5586;53096;2963;11098;1636;833;1630;16;1610;8668;5062;8049;9432;4693;3514;153;1520;1065
633;200;102;52;76;40;8;4;0;279;1136;131;419;42;102;15;11;8;1;190;671;117;99;35;11;14;0;7;1
382;135;85;22;65;49;3;1;2;145;592;81;408;29;71;16;2;0;0;144;357;67;79;49;30;15;0;3;1
1309;990;1228;777;508;1530;59;39;19;1656;2255;637;7407;366;4604;614;22;42;5;969;1676;678;2031;823;1107;1020;5;28;68
271;116;194;2027;188;3394;294;329;106;215;437;44;1173;195;9970;1759;1044;149;3;63;275;66;226;339;1083;3526;46;426;144
3191;3896;1547;484;1141;3243;232;62;18;479;6159;2750;8042;402;5654;1143;105;113;4;384;3092;2519;1898;1411;935;2079;48;49;110
44;53;23;36;38;382;87;103;657;18;128;37;179;33;262;120;8;54;1;8;69;34;54;98;61;83;0;69;612
6730;9480;10503;1226;867;1155;52;32;25;2026;15193;8196;46125;1709;880;75;22;43;9;899;9041;8835;9685;694;3289;272;0;45;109
335;96;74;34;15;104;25;114;82;890;677;63;660;42;176;44;3;23;1;393;374;66;90;155;56;64;2;26;49
2160;1497;1956;45;81;114;24;86;21;3324;3483;928;9069;59;307;30;20;38;5;1742;2319;1171;3053;137;87;41;0;34;56
4079;10976;7784;1685;913;839;392;242;125;6425;8999;15664;26741;1773;5133;398;127;171;38;5787;5661;7898;12230;2798;2322;2009;18;387;236
109;74;71;8;4;10;1;1;1;430;234;45;240;1;14;0;3;3;1;278;144;43;60;8;3;7;0;4;8
1903;1472;2001;3838;1715;3624;1223;1212;260;1502;4022;1397;15482;2789;28622;3001;1013;717;12;809;2859;973;2319;5688;5750;6663;100;663;421
309;218;440;741;119;3241;2154;14955;1940;636;608;255;2828;261;2273;1638;596;6731;13;995;429;233;587;835;1295;2480;197;13385;1899
713;842;1879;3046;283;480;104;91;47;438;1417;440;7704;2551;9640;269;140;68;0;412;699;745;1761;3289;3605;3750;3;45;93
782;462;724;665;213;202;155;203;72;465;1482;421;3183;377;2478;222;147;91;0;267;854;387;817;997;645;742;8;139;99
209;86;69;113;45;235;41;23;6;97;360;54;643;115;233;128;27;12;0;72;367;68;26;75;27;75;1;16;15
2673;3816;1107;1995;906;2125;448;316;47;284;5203;3770;6770;1815;14475;1287;292;195;5;104;4597;2939;1420;2551;4131;3800;23;182;145
438;175;356;1154;500;2272;758;462;195;517;726;130;3369;821;6498;1227;632;324;3;470;411;126;590;1301;1737;1813;13;302;219
1634;1064;944;2060;314;1028;376;373;63;1052;3435;758;5330;1334;6017;593;158;211;5;551;2320;723;1201;5451;2637;2088;43;261;267
1099;845;1002;770;684;937;268;390;53;395;2297;781;7324;565;12372;734;175;221;0;194;1457;702;1172;2137;694;1107;22;205;168
2669;2486;1106;1294;486;1875;386;104;32;781;5973;1854;7119;1279;3701;898;71;83;3;262;3980;2691;1285;2513;1444;1250;6;114;81
1384;1493;3268;2288;2028;5157;519;537;142;415;2517;1199;12824;1769;22205;2838;240;256;3;255;1810;1121;3270;6271;2848;3709;49;355;345
211;108;390;795;70;1119;219;551;26;444;331;93;2272;245;2535;583;911;1377;2;437;173;67;431;840;733;834;19;396;67
3690;5590;4261;228;153;320;68;77;156;3381;4945;3455;31751;491;568;78;18;87;7;2834;3715;3570;5540;1820;201;223;3;89;251
684;438;781;9;4;17;5;29;8;785;1242;289;4650;9;21;8;3;13;5;656;594;439;1054;232;24;14;1;5;30
2442;883;447;143;60;132;54;100;42;4769;4296;650;2312;159;608;69;30;57;7;2408;2343;642;489;556;263;184;4;73;71
1427;3534;5066;8053;1289;4953;224;408;109;2401;2172;2497;19265;2382;14206;2358;616;369;20;2686;1189;2662;7152;4507;4942;4352;47;599;214
309;909;325;158;2087;272;111;26;13;103;580;450;1693;150;640;112;44;39;0;33;371;528;199;125;155;56;1;27;27
1864;2165;1776;502;1805;2469;281;58;27;863;3916;1170;9275;395;7281;986;83;69;2;393;2132;1210;1901;843;529;646;22;39;107
1226;1061;2320;53;31;68;66;29;16;1123;2487;862;15309;61;109;20;13;44;2;644;1184;957;4704;564;50;53;4;32;79
1154;1342;417;4855;403;835;120;167;92;1116;1390;442;2117;695;7947;877;417;112;3;851;749;287;475;626;1505;2455;24;116;214
668;509;655;1025;351;1318;770;1530;41;842;1659;377;3544;432;5618;1026;1743;996;6;619;851;412;621;713;845;1811;32;840;88
1455;2090;4503;248;69;89;88;139;128;1536;2783;1756;25977;1082;820;47;26;66;11;1823;1694;1513;6528;1526;420;390;7;183;167
17;35;65;52;538;1126;195;143;41;12;68;30;486;25;2527;716;717;106;3;14;34;25;93;76;38;276;19;77;31
30;32;135;67;1938;3764;673;836;209;16;89;35;840;21;13257;3072;2676;621;8;10;56;24;273;85;136;1109;73;359;174
1378;1862;991;263;737;10315;1235;653;48;451;3048;788;4878;234;8945;4047;141;496;5;335;1481;1099;1356;1267;472;3811;16;205;197
91;75;158;275;42;215;55;130;19;32;269;74;1042;161;777;90;59;63;0;17;100;59;340;181;134;256;0;65;19
105;100;314;282;51;251;116;227;43;57;299;89;2160;114;580;110;21;136;1;21;152;83;576;295;152;164;0;89;46
432;361;195;84;263;471;136;901;7500;1426;861;222;1226;146;1034;282;30;326;5;1125;1717;234;251;217;179;207;14;1657;8247
111;47;75;96;118;336;222;3321;3005;863;162;37;512;206;1257;188;119;412;74;804;77;44;86;202;146;150;2;345;1434
509;67;126;366;270;1358;1287;7194;10898;239;965;50;878;153;3788;986;1498;2733;8;251;324;49;124;489;864;1498;139;3546;6851
2543;1964;2430;4462;4557;9669;3872;19840;34973;925;4003;1176;14288;3119;28088;4508;6136;7029;29;841;3069;922;1664;5608;5599;4917;182;13438;19678
392;408;293;75;59;211;23;64;23;328;762;277;1874;214;664;117;39;51;0;206;606;237;167;182;98;155;0;43;40
402;272;237;1258;383;1032;434;3074;2786;356;740;239;1244;680;1733;515;2513;1179;13;319;376;184;201;1158;2009;419;86;2168;1213
138;183;413;263;114;299;56;32;21;117;335;181;2483;215;1116;768;78;25;0;139;221;179;468;699;294;972;20;33;44
435;590;724;118;61;233;36;43;6;368;1003;462;3448;56;311;86;4;19;0;181;674;496;670;229;73;104;1;15;27
1667;917;298;64;36;105;26;16;2;288;3305;727;1502;51;237;55;0;12;3;154;2455;518;183;134;36;55;0;6;18
2179;977;572;110;112;928;512;4386;2438;1773;3694;581;3885;120;1155;378;178;1784;8;941;2817;499;328;342;386;494;26;4633;1275
197;7721;245;19;4;37;22;15;17;1905;402;10028;1348;11;41;11;3;22;4;656;199;2973;84;30;18;19;0;13;47
342;172;143;12;6;5;3;12;20;429;524;107;514;18;27;3;0;6;0;188;409;81;116;33;12;7;0;2;12
288;177;221;21;9;27;36;6;2;472;489;160;1230;37;65;6;7;4;3;360;389;172;237;100;40;34;2;2;7
1795;1340;668;11;23;48;8;49;15;1675;3137;1131;2743;21;92;38;3;22;2;720;2582;650;331;75;27;45;0;16;22
253;97;146;90;36;200;68;124;775;96;437;71;1093;48;194;95;6;79;0;64;288;76;167;154;58;91;1;77;1084
17;3;3;3;1;11;4;17;14;982;11;3;11;1;23;8;4;5;4;1208;6;3;4;9;25;5;0;7;8
523;582;763;114;75;114;28;9;3;349;1129;467;2857;90;333;46;12;17;0;142;718;427;491;148;99;84;1;7;19
1138;4265;1862;202;160;501;205;122;74;573;1456;3334;14037;433;909;222;48;74;3;230;1203;3546;2346;1772;408;296;10;104;192
223;187;71;58;6;29;0;0;1;326;404;179;426;38;554;15;0;3;0;178;213;79;37;65;144;178;0;0;6
586;367;202;84;14;64;0;12;2;190;1349;393;756;41;795;22;0;3;0;123;619;232;159;99;28;446;0;3;8
39;19;23;41;9;29;15;17;1;464;73;14;145;34;347;16;8;8;1;674;49;29;32;86;79;46;0;12;2
363;77;43;11;4;24;8;12;2;1847;439;41;216;2;29;12;7;3;5;457;293;69;44;24;15;17;1;2;3
1543;1295;2103;1253;603;3248;163;119;42;1540;2612;867;10176;2401;8735;1121;1342;100;11;585;1988;743;2021;6341;1986;2233;15;68;157
66;93;57;82;40;146;45;34;5;223;217;63;462;95;468;78;14;17;0;239;138;62;87;255;232;186;0;23;18
255;153;157;147;25;27;41;10;2;130;483;136;666;195;69;10;5;3;2;181;385;164;90;241;44;26;3;5;7
360;287;347;112;29;52;20;5;4;317;738;234;1797;118;259;34;2;11;0;376;487;262;310;471;138;113;3;8;21
65;72;55;71;67;148;20;21;7;860;87;59;361;110;451;69;0;3;1;815;57;54;33;400;521;204;1;5;34
82;82;51;239;16;51;23;3;0;85;124;67;291;504;679;47;35;3;0;48;77;43;49;72;298;224;1;12;2
72;58;101;516;316;3459;2397;8260;3066;113;166;29;527;351;5207;2027;2137;4233;14;117;94;39;81;766;814;1963;65;4821;1978
272;385;346;288;292;2509;422;694;43;133;725;352;2502;245;2495;1338;257;312;3;113;417;241;428;865;606;789;51;298;90
228;227;392;46;18;37;22;13;5;414;341;180;2624;111;123;37;6;8;1;405;290;174;442;555;83;49;4;13;28
1131;2450;1310;278;49;142;40;29;9;275;2315;2138;5661;348;500;100;61;48;1;88;1535;1391;1062;538;260;242;2;29;26
1281;2230;898;1631;165;220;94;179;42;353;2855;2045;3062;5067;583;136;144;152;4;236;2548;1643;821;766;644;144;3;116;110
327;333;716;539;19;568;53;216;6;185;572;262;4038;457;10103;482;37;69;4;72;332;284;372;3437;1474;2790;15;43;80
417;461;146;254;156;1926;487;313;63;407;838;313;993;306;3410;1361;224;310;0;190;686;350;112;756;359;1029;30;124;63
894;1102;174;107;125;315;48;27;6;250;2409;982;1107;75;691;145;7;15;0;60;1387;902;65;128;83;179;2;21;20
39;49;202;79;75;2601;582;907;1112;73;39;41;1102;44;966;1169;1204;745;5;66;26;41;341;99;78;662;92;629;654
181;147;288;1105;84;437;40;66;14;150;348;105;1898;216;1036;160;78;28;0;110;225;129;331;547;187;262;4;20;33
472;229;265;1697;238;763;217;510;34;484;988;189;1396;1533;4537;602;263;253;5;147;682;171;251;2310;2835;1870;43;284;93
531;200;215;24;7;14;11;14;15;560;751;162;1246;9;26;5;0;9;0;124;636;185;345;150;6;21;0;6;28
450;77;128;7;2;10;2;8;4;982;586;95;882;3;26;2;2;3;1;571;400;28;93;13;9;16;1;1;11
90;42;5;7;58;333;929;574;12;90;109;19;49;7;249;107;301;350;1;85;91;30;9;42;20;61;1;60;18
52;77;71;116;24;51;35;55;5;39;164;60;613;47;113;11;162;56;6;52;59;59;109;59;83;38;0;17;3
104;75;171;550;152;925;105;162;58;96;202;46;1007;107;7314;263;43;98;1;61;88;48;165;178;367;2756;12;76;59
6256;7428;2003;292;174;554;327;461;141;4380;12464;5814;11725;229;2187;291;149;237;12;2013;10271;4821;2529;426;426;370;5;175;127
34;11;43;954;33;86;31;70;17;69;48;22;273;32;539;26;127;38;1;60;23;35;67;40;609;18;0;22;17
118;151;200;136;15;32;12;9;0;130;274;133;1398;93;619;23;3;19;0;94;142;73;195;140;100;102;0;5;10
23;63;290;3446;29;1725;26;112;18;80;26;34;2343;396;1552;770;234;65;1;71;17;30;197;403;1101;1044;45;70;54
7;3;22;11;6;13;5;19;25;399;25;5;105;3;53;1;18;8;2;354;4;5;19;39;27;19;1;15;18
186;185;4242;235;142;621;502;2080;191;332;264;142;27887;201;1408;472;500;885;3;180;191;262;7090;2522;445;605;100;937;289
257;156;594;447;70;3172;1043;401;35;212;439;165;5660;174;2917;1265;297;247;0;81;349;121;733;681;372;763;13;178;49
359;327;1524;2555;205;1099;424;827;76;429;928;330;13251;624;7642;748;560;494;2;238;445;325;2013;1793;2223;2320;33;337;120
144;99;278;160;18;152;58;109;11;143;223;117;2383;66;613;92;33;70;0;78;165;75;390;147;72;134;5;21;10
27;34;28;5;8;216;2351;13849;816;5;24;8;45;2;100;64;1168;5520;2;6;34;8;4;7;6;33;6;14581;567
30;17;23;16;10;314;3713;19374;703;9;29;11;47;1;155;78;1830;8017;5;9;26;11;6;5;6;51;13;20492;505
1809;2386;1689;1510;71126;48518;1605;3251;2548;190;4435;1899;9278;640;271364;78518;3070;1858;19;39;2118;1405;1992;1407;1648;19972;85;895;779
4043;4784;3463;2353;38039;58558;5467;7245;4909;346;10365;3918;17856;1094;169930;56188;6444;3615;29;91;5042;2954;3719;2805;1676;18590;155;1494;1684
5146;6372;5069;5119;111425;96424;5441;9764;3304;343;12392;5262;27346;3471;452826;127089;9096;5481;44;91;6702;4365;5801;12022;4643;42524;263;2562;1717
2387;2618;1857;1821;43859;54349;4474;6916;2850;140;4882;2001;8973;821;188169;58417;5938;3929;29;48;3026;1391;2095;2102;1501;17136;97;1627;1203
554;346;365;132;41;221;79;59;13;197;1090;243;1524;203;1024;114;19;15;2;65;659;308;279;524;408;408;3;41;36
701;651;608;340;155;542;113;83;23;286;1425;586;3183;428;1768;263;40;28;3;100;1214;519;551;1052;576;573;7;85;68
64;45;196;24;4;16;18;18;4;729;84;45;981;34;47;9;4;5;5;957;77;50;171;36;38;21;0;2;17
31504;15994;5179;29;149;314;61;100;38;5531;56774;10978;27908;79;155;40;10;114;15;1840;46327;7749;4688;336;67;75;0;69;171
317;286;1007;963;287;599;164;159;108;563;468;236;6601;2360;2848;284;102;99;9;214;490;178;1085;2877;1131;1034;13;242;221
1367;1413;935;515;903;3498;183;117;39;343;2826;1209;4995;634;6258;1695;24;68;1;141;2086;1147;643;2496;761;1884;6;84;116
494;241;602;918;321;4527;659;1175;88;347;822;196;2124;208;3193;2411;1156;808;10;483;374;264;1006;471;803;1513;28;637;127
84;29;17;35;48;408;576;1039;1263;173;149;17;61;69;549;188;158;517;21;120;67;31;36;43;49;173;7;468;680
90;99;65;118;79;281;116;276;159;816;128;44;311;30;953;143;239;124;10;877;32;42;133;100;160;202;3;173;167
17346;4938;17157;4799;1638;1594;4606;210;121;7211;30577;2988;47724;17821;8389;1334;195;454;45;6273;11823;2231;26387;14795;3700;640;5;139;487
19729;14479;2025;8062;7639;933;450;84;164;3731;40238;9763;7479;1341;8727;863;57;76;13;2303;27527;9289;4082;542;2399;555;2;62;128
1546;45;45;6;0;19;19;2;0;364;1730;34;196;1;4;0;0;1;0;95;1242;37;12;8;5;1;0;8;13
146;38;28;2;0;17;4;19;4;1129;193;38;205;2;53;3;1;36;2;501;151;24;13;28;25;14;0;7;4
149;299;516;308;43;403;184;452;35;453;475;187;3223;180;665;310;343;164;3;719;213;341;603;351;167;399;11;146;81
6;5;35;2;2;24;10;51;6;15;12;4;202;8;38;29;13;44;1;13;2;5;54;27;3;14;2;29;7
379;976;893;16;9;23;16;4;13;369;432;805;3601;11;18;3;4;16;4;120;408;561;958;123;7;8;0;13;17
72;95;148;332;49;418;217;352;106;112;283;70;856;188;1510;278;242;169;2;64;120;58;205;294;330;529;14;149;102
1375;1902;345;140;1456;685;117;245;63;76;1596;484;1154;120;2545;227;42;97;0;77;2074;833;229;497;173;207;1;107;152
781;381;323;307;56;965;106;156;10;344;924;147;1886;191;2550;459;80;94;0;228;1939;227;249;285;247;557;3;52;24
321;255;816;381;957;1509;526;1803;52;369;806;348;8172;234;10663;757;188;1084;2;189;597;163;849;1193;380;2626;6;785;53
1179;741;1586;1598;495;462;902;1008;2103;901;2512;760;5955;1788;6444;392;1379;954;11;697;900;616;2116;2590;1821;1766;16;352;1419
569;1333;1578;1263;27;889;112;771;9;229;330;232;5505;588;2017;539;1185;739;9;163;556;580;393;1394;1186;1262;80;487;74
749;1462;1715;954;20;818;101;715;9;294;513;331;6508;466;1826;462;1028;729;8;158;1011;565;473;1207;879;911;62;554;105
10742;6730;1515;11;19;111;27;43;24;1020;22531;5531;7406;8;89;11;19;41;4;489;17175;4064;1055;37;25;25;0;30;86
3829;2578;796;1209;677;5764;1146;1916;107;1028;7322;1896;4780;761;8595;3458;1186;932;8;568;6409;1842;704;1727;1923;2893;32;1155;175
1154;771;633;756;592;913;220;473;350;206;2008;728;3571;988;4066;650;141;220;6;92;1659;534;597;1169;1019;1411;27;219;369
9221;8434;9505;10456;5257;6161;1478;2160;2070;746;18599;7843;53772;13682;36237;4178;235;954;12;245;16331;5354;7059;15263;12140;12885;107;832;1786
4718;3584;1711;873;401;2574;1660;3503;194;1409;9486;2784;10892;850;5527;1691;2159;2004;9;684;7354;2577;1425;1973;1238;2199;84;3350;342
985;539;992;4572;1478;3896;878;628;158;870;2401;288;3716;468;19022;2509;1618;453;16;743;1206;432;1916;872;1137;6340;26;399;187
2306;884;360;1449;516;1473;1530;10478;20420;1200;2711;445;2512;3287;3716;646;847;4223;4;902;3107;350;255;2274;1260;1015;47;9885;12954
28;30;112;50;679;1553;293;217;62;18;70;21;612;20;4728;1255;1193;170;3;4;41;26;220;53;66;483;16;140;52
174;172;105;138;35;63;9;19;4;247;351;102;370;416;366;28;16;10;2;127;185;111;99;135;321;107;2;16;6
354;298;402;350;36;88;76;10;6;647;611;242;2664;319;3267;36;11;28;3;455;387;157;303;629;531;538;0;19;40
2750;981;922;13;23;42;17;26;14;1290;4801;618;4892;21;47;11;3;12;2;688;4090;789;1054;79;26;26;2;16;26
331;290;341;233;16;54;15;34;10;652;445;213;1597;156;179;26;22;9;3;421;403;168;322;295;201;49;0;19;24
156;310;166;180;131;45;15;6;1;101;390;221;1094;117;1171;17;10;5;0;37;204;160;231;315;217;58;0;5;15
271;195;472;1011;1240;4810;3988;10792;4492;800;798;297;2605;488;14520;2493;5255;7729;36;363;388;169;926;1238;657;3415;39;3539;2601
71;24;20;7;22;40;17;9;5;135;167;10;75;0;103;17;11;4;0;61;84;14;7;15;6;17;0;6;2
103;126;37;65;21;101;58;77;10;14;108;23;88;15;110;44;7;46;0;20;54;32;36;28;25;52;1;22;14
4752;2468;1761;1242;470;2350;636;1168;88;1854;9462;1939;13085;1094;5477;1294;604;583;9;818;7008;1624;1930;2521;1521;1671;28;738;176
203;186;143;92;405;1166;3033;7038;1109;31;568;132;1153;45;1388;654;10189;3028;33;12;169;80;222;223;128;349;48;2144;657
2536;1496;1140;877;846;3015;7585;14760;4588;1687;4777;746;6684;1092;12894;1756;6308;10828;28;1363;3356;716;762;3787;1235;5845;156;5623;3921
531;468;1551;5161;1940;4583;3929;7076;1646;1071;1011;469;7835;2186;16280;2890;8145;4047;32;1363;743;500;1480;3781;4522;4971;237;3124;2128
1181;799;226;1090;384;1595;433;275;44;111;2479;579;1014;566;7031;872;396;151;0;23;1848;482;164;1610;1381;1361;23;172;78
368;361;737;252;118;238;238;466;222;855;603;324;4861;374;868;185;392;219;6;983;389;203;714;992;415;441;31;448;294
3133;15575;16928;354;526;1890;1016;1451;755;3792;4298;12192;79015;464;2210;767;244;742;25;2317;3283;10450;20765;6256;529;1528;55;1118;1355
4336;2691;1774;865;218;521;114;105;14;1249;9122;2130;10187;526;2159;245;57;61;6;567;6923;1763;2605;1195;936;615;5;61;76
6877;8225;6718;20703;20246;32168;5174;148318;267294;1445;10631;4948;44269;12129;124834;10804;2234;38461;103;1335;9606;4050;4803;26252;22599;27358;1605;111100;208183
158;60;121;225;319;671;228;492;610;90;269;27;526;314;7025;523;327;206;3;98;225;48;108;1245;558;740;21;213;353
680;251;175;52;98;953;69;57;1;385;1283;175;1268;81;1363;403;12;56;0;137;875;133;226;375;161;403;1;17;18
185;102;267;112;33;205;62;44;3;229;332;151;1417;85;759;126;38;39;0;98;219;61;196;302;122;225;0;17;7
5268;6812;5280;6923;19490;50226;4768;4297;830;971;11433;6725;32666;4709;143721;39811;5590;2706;36;389;7395;3436;5186;9442;7405;19574;146;1892;949
127;168;133;29;18;13;4;8;0;123;240;115;672;66;97;8;4;6;0;199;206;64;121;101;11;26;1;1;2
479;500;328;862;10473;43113;14541;32626;3112;540;1164;384;1592;320;70440;30162;17261;18113;63;440;551;344;311;814;495;14954;49;6433;1509
1907;2218;1358;396;381;1188;166;42;14;1090;4100;1580;8761;248;1612;446;21;33;1;304;2233;1528;1455;635;318;360;0;43;59
534;294;390;871;66;643;234;379;42;329;944;230;2193;225;2828;467;193;266;1;178;1161;236;294;482;494;633;14;111;27
9035;4316;3525;17410;1319;5915;688;799;167;2495;14900;2813;22500;3327;14746;2278;792;496;14;1509;12719;3025;4036;6320;3326;3949;67;401;407
26777;4331;408;643;373;1016;115;45;27;1911;61802;3298;2667;389;3882;623;8;55;6;737;36406;3127;283;591;769;592;1;30;47
131;50;131;43;18;206;88;2012;544;1466;378;57;637;157;533;147;1951;652;8;1098;186;282;302;454;147;125;44;571;767
626;346;246;34;8;20;55;7;2;564;935;187;1947;58;58;11;28;17;1;226;585;285;524;122;43;26;0;4;11
201;164;236;236;15;174;100;72;12;159;434;116;1096;80;816;88;35;54;0;97;332;118;155;246;127;214;1;53;14
252;162;152;297;49;152;58;122;9;184;453;104;694;154;1102;87;75;61;1;120;315;104;101;272;264;323;4;32;23
2431;1670;2861;2106;251;2744;384;1404;240;454;5222;1496;15060;1203;11356;2024;939;773;12;329;3940;979;2573;2400;1687;2940;78;408;236
1789;1959;3807;2550;324;226;89;54;12;1392;3260;1497;20519;1317;1845;110;60;72;7;1414;2497;1742;4979;1964;1985;388;16;67;137
314;163;373;230;13;147;19;90;24;357;940;129;2151;178;1493;267;53;59;3;299;350;194;708;527;512;562;7;55;50
1247;629;1379;182;40;103;55;29;16;2526;2100;421;11587;72;271;38;16;28;7;1594;1421;309;1275;346;84;137;0;29;48
